순번,산업분류코드,산업분류명칭,데이터기준일
1702,7631,건설 및 토목공사용 기계ㆍ장비 임대업,2022-08-02
1703,76310,건설 및 토목공사용 기계ㆍ장비 임대업,2022-08-02
1704,7632,컴퓨터 및 사무용 기계ㆍ장비 임대업,2022-08-02
1705,76320,컴퓨터 및 사무용 기계ㆍ장비 임대업,2022-08-02
1706,7639,기타 산업용 기계 및 장비 임대업,2022-08-02
1707,76390,기타 산업용 기계 및 장비 임대업,2022-08-02
1708,764,무형 재산권 임대업,2022-08-02
1709,7640,무형 재산권 임대업,2022-08-02
1710,76400,무형 재산권 임대업,2022-08-02
1711,84,공공 행정,2022-08-02
1712,841,입법 및 일반 정부 행정,2022-08-02
1713,8411,일반 공공 행정,2022-08-02
1714,84111,입법기관,2022-08-02
1715,84112,중앙 최고 집행기관,2022-08-02
1716,84113,지방행정 집행기관,2022-08-02
1717,84114,재정 및 경제정책 행정,2022-08-02
1718,84119,기타 일반 공공 행정,2022-08-02
1719,8412,정부기관 일반 보조 행정,2022-08-02
1720,84120,정부기관 일반 보조 행정,2022-08-02
1721,842,사회 및 산업정책 행정,2022-08-02
1722,8421,사회서비스 관리 행정,2022-08-02
1723,84211,교육 행정,2022-08-02
1724,84212,문화 및 관광 행정,2022-08-02
1725,84213,환경 행정,2022-08-02
1726,84214,보건 및 복지 행정,2022-08-02
1727,84219,기타 사회서비스 관리 행정,2022-08-02
1728,8422,노동 및 산업 진흥 행정,2022-08-02
1729,84221,노동 행정,2022-08-02
1730,84222,농림수산 행정,2022-08-02
1731,84223,건설 및 운송 행정,2022-08-02
1732,84224,우편 및 통신 행정,2022-08-02
1733,84229,기타 산업 진흥 행정,2022-08-02
1734,843,외무 및 국방 행정,2022-08-02
1735,8431,외무 행정,2022-08-02
1736,84310,외무 행정,2022-08-02
1737,8432,국방 행정,2022-08-02
1738,84320,국방 행정,2022-08-02
1739,844,사법 및 공공 질서 행정,2022-08-02
1740,8440,사법 및 공공 질서 행정,2022-08-02
1741,84401,법원,2022-08-02
1742,84402,검찰,2022-08-02
1743,84403,교도기관,2022-08-02
1744,84404,경찰,2022-08-02
1745,84405,소방서,2022-08-02
1746,84409,기타 사법 및 공공 질서 행정,2022-08-02
1747,845,사회보장 행정,2022-08-02
1748,8450,사회보장 행정,2022-08-02
1749,84500,사회보장 행정,2022-08-02
1750,85,교육 서비스업,2022-08-02
1751,851,초등 교육기관,2022-08-02
1752,8511,유아 교육기관,2022-08-02
1753,85110,유아 교육기관,2022-08-02
1754,8512,초등학교,2022-08-02
1755,85120,초등학교,2022-08-02
1756,852,중등 교육기관,2022-08-02
1757,8521,일반 중등 교육기관,2022-08-02
1758,85211,중학교,2022-08-02
1759,85212,일반 고등학교,2022-08-02
1760,8522,특성화 고등학교,2022-08-02
1761,85221,상업 및 정보산업 특성화 고등학교,2022-08-02
1762,85222,공업 특성화 고등학교,2022-08-02
1763,85229,기타 특성화 고등학교,2022-08-02
1764,853,고등 교육기관,2022-08-02
1765,8530,고등 교육기관,2022-08-02
1766,85301,전문대학,2022-08-02
1767,85302,대학교,2022-08-02
1768,85303,대학원,2022-08-02
1769,854,특수학교,2022-08-02
1770,8541,특수학교,2022-08-02
1771,85410,특수학교,2022-08-02
1772,8542,외국인학교,2022-08-02
1773,85420,외국인학교,2022-08-02
1774,8543,대안학교,2022-08-02
1775,85430,대안학교,2022-08-02
1776,855,일반 교습학원,2022-08-02
1777,8550,일반 교습학원,2022-08-02
1778,85501,일반 교과학원,2022-08-02
1779,85502,방문 교육학원,2022-08-02
1780,85503,온라인 교육학원,2022-08-02
1781,856,기타 교육기관,2022-08-02
1782,8561,스포츠 및 레크리에이션 교육기관,2022-08-02
1783,85611,태권도 및 무술 교육기관,2022-08-02
1784,85612,기타 스포츠 교육기관,2022-08-02
1785,85613,레크리에이션 교육기관,2022-08-02
1786,85614,청소년 수련시설 운영업,2022-08-02
1787,8562,예술학원,2022-08-02
1788,85621,음악학원,2022-08-02
1789,85622,미술학원,2022-08-02
1790,85629,기타 예술학원,2022-08-02
1791,8563,외국어학원 및 기타 교습학원,2022-08-02
1792,85631,외국어학원,2022-08-02
1793,85632,기타 교습학원,2022-08-02
1794,8564,사회교육시설,2022-08-02
1795,85640,사회교육시설,2022-08-02
1796,8565,직원 훈련기관,2022-08-02
1797,85650,직원 훈련기관,2022-08-02
1798,8566,기술 및 직업 훈련학원,2022-08-02
1799,85661,운전학원,2022-08-02
1800,85669,기타 기술 및 직업 훈련학원,2022-08-02
1801,8569,그 외 기타 교육기관,2022-08-02
1802,85691,컴퓨터 학원,2022-08-02
1803,85699,그 외 기타 분류 안된 교육기관,2022-08-02
1804,857,교육 지원 서비스업,2022-08-02
1805,8570,교육 지원 서비스업,2022-08-02
1806,85701,교육관련 자문 및 평가업,2022-08-02
1807,85709,기타 교육지원 서비스업,2022-08-02
1808,86,보건업,2022-08-02
1809,861,병원,2022-08-02
1810,8610,병원,2022-08-02
1811,86101,종합병원,2022-08-02
1812,86102,일반병원,2022-08-02
1813,86103,치과병원,2022-08-02
1814,86104,한방병원,2022-08-02
1815,86105,요양병원,2022-08-02
1816,862,의원,2022-08-02
1817,8620,의원,2022-08-02
1818,86201,일반의원,2022-08-02
1819,86202,치과의원,2022-08-02
1820,86203,한의원,2022-08-02
1821,86204,방사선 진단 및 병리 검사 의원,2022-08-02
1822,863,공중 보건 의료업,2022-08-02
1823,8630,공중 보건 의료업,2022-08-02
1824,86300,공중 보건 의료업,2022-08-02
1825,869,기타 보건업,2022-08-02
1826,8690,기타 보건업,2022-08-02
1827,86901,앰뷸런스 서비스업,2022-08-02
1828,86902,유사 의료업,2022-08-02
1829,86909,그 외 기타 보건업,2022-08-02
1830,87,사회복지 서비스업,2022-08-02
1831,871,거주 복지시설 운영업,2022-08-02
1832,8711,노인 거주 복지시설 운영업,2022-08-02
1833,87111,노인 요양 복지시설 운영업,2022-08-02
1834,87112,노인 양로 복지시설 운영업,2022-08-02
1835,8712,심신 장애인 거주 복지시설 운영업,2022-08-02
1836,87121,신체 부자유자 거주 복지시설 운영업,2022-08-02
1837,87122,정신 질환,2022-08-02
1838,8713,기타 거주 복지시설 운영업,2022-08-02
1839,87131,아동 및 부녀자 거주 복지시설 운영업,2022-08-02
1840,87139,그 외 기타 거주 복지시설 운영업,2022-08-02
1841,872,비거주 복지시설 운영업,2022-08-02
1842,8721,보육시설 운영업,2022-08-02
1843,87210,보육시설 운영업,2022-08-02
1844,8729,기타 비거주 복지 서비스업,2022-08-02
1845,87291,직업 재활원 운영업,2022-08-02
1846,87292,종합복지관 운영업,2022-08-02
1847,87293,방문 복지서비스 제공업,2022-08-02
1848,87294,사회복지 상담 서비스 제공업,2022-08-02
1849,87299,그 외 기타 비거주 복지 서비스업,2022-08-02
1850,90,창작,2022-08-02
1851,901,창작 및 예술관련 서비스업,2022-08-02
1852,9011,공연시설 운영업,2022-08-02
1853,90110,공연시설 운영업,2022-08-02
1854,9012,공연단체,2022-08-02
1855,90121,연극단체,2022-08-02
1856,90122,무용 및 음악단체,2022-08-02
1857,90123,기타 공연단체,2022-08-02
1858,9013,자영 예술가,2022-08-02
1859,90131,공연 예술가,2022-08-02
1860,90132,비공연 예술가,2022-08-02
1861,9019,기타 창작 및 예술관련 서비스업,2022-08-02
1862,90191,공연 기획업,2022-08-02
1863,90192,공연 및 제작관련 대리업,2022-08-02
1864,90199,그 외 기타 창작 및 예술관련 서비스업,2022-08-02
1865,902,도서관,2022-08-02
1866,9021,도서관,2022-08-02
1867,90211,도서관 및 기록 보존소 운영업,2022-08-02
1868,90212,독서실 운영업,2022-08-02
1869,9022,박물관 및 사적지 관리 운영업,2022-08-02
1870,90221,박물관 운영업,2022-08-02
1871,90222,사적지 관리 운영업,2022-08-02
1872,9023,식물원,2022-08-02
1873,90231,식물원 및 동물원 운영업,2022-08-02
1874,90232,자연공원 운영업,2022-08-02
1875,9029,기타 유사 여가관련 서비스업,2022-08-02
1876,90290,기타 유사 여가관련 서비스업,2022-08-02
1877,91,스포츠 및 오락관련 서비스업,2022-08-02
1878,911,스포츠 서비스업,2022-08-02
1879,9111,경기장 운영업,2022-08-02
1880,91111,실내 경기장 운영업,2022-08-02
1881,91112,실외 경기장 운영업,2022-08-02
1882,91113,경주장 및 동물 경기장 운영업,2022-08-02
1883,9112,골프장 및 스키장 운영업,2022-08-02
1884,91121,골프장 운영업,2022-08-02
1885,91122,스키장 운영업,2022-08-02
1886,9113,기타 스포츠시설 운영업,2022-08-02
1887,91131,종합 스포츠시설 운영업,2022-08-02
1888,91132,체력 단련시설 운영업,2022-08-02
1889,91133,수영장 운영업,2022-08-02
1890,91134,볼링장 운영업,2022-08-02
1891,91135,당구장 운영업,2022-08-02
1892,91136,골프 연습장 운영업,2022-08-02
1893,91139,그 외 기타 스포츠시설 운영업,2022-08-02
1894,9119,기타 스포츠 서비스업,2022-08-02
1895,91191,스포츠 클럽 운영업,2022-08-02
1896,91199,그 외 기타 스포츠 서비스업,2022-08-02
1897,912,유원지 및 기타 오락관련 서비스업,2022-08-02
1898,9121,유원지 및 테마파크 운영업,2022-08-02
1899,91210,유원지 및 테마파크 운영업,2022-08-02
1900,9122,오락장 운영업,2022-08-02
1901,91221,전자 게임장 운영업,2022-08-02
1902,91222,컴퓨터 게임방 운영업,2022-08-02
1903,91223,노래 연습장 운영업,2022-08-02
1904,91229,기타 오락장 운영업,2022-08-02
1905,9123,수상오락 서비스업,2022-08-02
1906,91231,낚시장 운영업,2022-08-02
1907,91239,기타 수상오락 서비스업,2022-08-02
1908,9124,사행시설 관리 및 운영업,2022-08-02
1909,91241,복권 발행 및 판매업,2022-08-02
1910,91249,기타 사행시설 관리 및 운영업,2022-08-02
1911,9129,그 외 기타 오락관련 서비스업,2022-08-02
1912,91291,무도장 운영업,2022-08-02
1913,91292,체육 공원 및 유사 공원 운영업,2022-08-02
1914,91293,기원 운영업,2022-08-02
1915,91299,그 외 기타 분류 안된 오락관련 서비스업,2022-08-02
1916,94,협회 및 단체,2022-08-02
1917,941,산업 및 전문가 단체,2022-08-02
1918,9411,산업 단체,2022-08-02
1919,94110,산업 단체,2022-08-02
1920,9412,전문가 단체,2022-08-02
1921,94120,전문가 단체,2022-08-02
1922,942,노동조합,2022-08-02
1923,9420,노동조합,2022-08-02
1924,94200,노동조합,2022-08-02
1925,949,기타 협회 및 단체,2022-08-02
1926,9491,종교 단체,2022-08-02
1927,94911,불교 단체,2022-08-02
1928,94912,기독교 단체,2022-08-02
1929,94913,천주교 단체,2022-08-02
1930,94914,민족 종교 단체,2022-08-02
1931,94919,기타 종교 단체,2022-08-02
1932,9492,정치 단체,2022-08-02
1933,94920,정치 단체,2022-08-02
1934,9493,시민운동 단체,2022-08-02
1935,94931,환경운동 단체,2022-08-02
1936,94939,기타 시민운동 단체,2022-08-02
1937,9499,그 외 기타 협회 및 단체,2022-08-02
1938,94990,그 외 기타 협회 및 단체,2022-08-02
1939,95,개인 및 소비용품 수리업,2022-08-02
1940,951,컴퓨터 및 통신장비 수리업,2022-08-02
1941,9511,컴퓨터 및 주변 기기 수리업,2022-08-02
1942,95110,컴퓨터 및 주변 기기 수리업,2022-08-02
1943,9512,통신장비 수리업,2022-08-02
1944,95120,통신장비 수리업,2022-08-02
1945,952,자동차 및 모터사이클 수리업,2022-08-02
1946,9521,자동차 수리 및 세차업,2022-08-02
1947,95211,자동차 종합 수리업,2022-08-02
1948,95212,자동차 전문 수리업,2022-08-02
1949,95213,자동차 세차업,2022-08-02
1950,9522,모터사이클 수리업,2022-08-02
1951,95220,모터사이클 수리업,2022-08-02
1952,953,개인 및 가정용품 수리업,2022-08-02
1953,9531,가전제품 수리업,2022-08-02
1954,95310,가전제품 수리업,2022-08-02
1955,9539,기타 개인 및 가정용품 수리업,2022-08-02
1956,95391,의복 및 기타 가정용 직물제품 수리업,2022-08-02
1957,95392,가죽,2022-08-02
1958,95393,시계,2022-08-02
1959,95399,그 외 기타 개인 및 가정용품 수리업,2022-08-02
1960,96,기타 개인 서비스업,2022-08-02
1961,961,미용,2022-08-02
1962,9611,이용 및 미용업,2022-08-02
1963,96111,이용업,2022-08-02
1964,96112,두발 미용업,2022-08-02
1965,96113,피부 미용업,2022-08-02
1966,96119,기타 미용업,2022-08-02
1967,9612,욕탕,2022-08-02
1968,96121,욕탕업,2022-08-02
1969,96122,마사지업,2022-08-02
1970,96129,체형 등 기타 신체 관리 서비스업,2022-08-02
1971,969,그 외 기타 개인 서비스업,2022-08-02
1972,9691,세탁업,2022-08-02
1973,96911,산업용 세탁업,2022-08-02
1974,96912,가정용 세탁업,2022-08-02
1975,96913,세탁물 공급업,2022-08-02
1976,9692,장례식장 및 관련 서비스업,2022-08-02
1977,96921,장례식장 및 장의관련 서비스업,2022-08-02
1978,96922,화장터 운영,2022-08-02
1979,9699,그 외 기타 분류 안된 개인 서비스업,2022-08-02
1980,96991,예식장업,2022-08-02
1981,96992,점술 및 유사 서비스업,2022-08-02
1982,96993,개인 간병 및 유사 서비스업,2022-08-02
1983,96994,결혼 상담 및 준비 서비스업,2022-08-02
1984,96995,애완 동물 장묘 및 보호 서비스업,2022-08-02
1985,96999,그 외 기타 달리 분류되지 않은 개인 서비스업,2022-08-02
1986,97,가구 내 고용활동,2022-08-02
1987,970,가구 내 고용활동,2022-08-02
1988,9700,가구 내 고용활동,2022-08-02
1989,97000,가구 내 고용활동,2022-08-02
1990,98,달리 분류되지 않은 자가 소비를 위한 가구의 재화 및 서비스 생산활동,2022-08-02
1991,981,자가 소비를 위한 가사 생산 활동,2022-08-02
1992,9810,자가 소비를 위한 가사 생산 활동,2022-08-02
1993,98100,자가 소비를 위한 가사 생산 활동,2022-08-02
1994,982,자가 소비를 위한 가사 서비스 활동,2022-08-02
1995,9820,자가 소비를 위한 가사 서비스 활동,2022-08-02
1996,98200,자가 소비를 위한 가사 서비스 활동,2022-08-02
1997,99,국제 및 외국기관,2022-08-02
1998,990,국제 및 외국기관,2022-08-02
1999,9900,국제 및 외국기관,2022-08-02
2000,99001,주한 외국 공관,2022-08-02
2001,99009,기타 국제 및 외국기관,2022-08-02
2002,A,농업,2022-08-02
2003,B,광업,2022-08-02
2004,C,제조업,2022-08-02
2005,D,전기,2022-08-02
2006,E,수도,2022-08-02
2007,F,건설업,2022-08-02
2008,G,도매 및 소매업,2022-08-02
2009,H,운수 및 창고업,2022-08-02
2010,I,숙박 및 음식점업,2022-08-02
2011,J,정보통신업,2022-08-02
2012,K,금융 및 보험업,2022-08-02
2013,L,부동산업,2022-08-02
2014,M,전문,2022-08-02
2015,N,사업시설 관리,2022-08-02
2016,O,공공 행정,2022-08-02
2017,P,교육 서비스업,2022-08-02
2018,Q,보건업 및 사회복지 서비스업,2022-08-02
2019,R,예술,2022-08-02
2020,S,협회 및 단체,2022-08-02
2021,T,가구 내 고용활동 및 달리 분류되지 않은 자가 소비 생산활동,2022-08-02
2022,U,국제 및 외국기관,2022-08-02
